('IN', 'DT', 'NN'),1882,0.02700530922657483
('PRP$', 'JJ', 'NN'),63,0.0009040034438226431
('PRP', 'VB', 'DT'),63,0.0009040034438226431
('IN', 'JJ', 'NNS'),62,0.0008896541828095853
('JJ', 'NN', 'VBD'),62,0.0008896541828095853
('VBP', 'TO', 'VB'),62,0.0008896541828095853
('VBP', 'PRP', 'VBP'),62,0.0008896541828095853
('JJ', 'CC', 'JJ'),62,0.0008896541828095853
('CC', 'DT', 'NNS'),62,0.0008896541828095853
('PRP', 'NNP', 'VBD'),62,0.0008896541828095853
('PRP', 'VBD', 'CC'),61,0.0008753049217965275
('RB', 'TO', 'DT'),61,0.0008753049217965275
('NNS', 'IN', 'PRP'),61,0.0008753049217965275
('VBD', 'IN', 'NN'),60,0.0008609556607834697
('CD', 'IN', 'DT'),60,0.0008609556607834697
('NNP', 'IN', 'DT'),60,0.0008609556607834697
('VBD', 'PRP', 'VB'),60,0.0008609556607834697
('MD', 'PRP', 'VB'),60,0.0008609556607834697
('JJ', 'NNS', 'PRP'),60,0.0008609556607834697
('VBZ', 'RB', 'JJ'),60,0.0008609556607834697
('JJ', 'NN', 'RB'),60,0.0008609556607834697
('NN', 'NNP', 'NNP'),59,0.0008466063997704118
('NN', 'DT', 'JJ'),59,0.0008466063997704118
('NN', 'IN', 'JJ'),59,0.0008466063997704118
('NNS', 'CC', 'DT'),59,0.0008466063997704118
('NN', 'NN', 'PRP'),59,0.0008466063997704118
('VBD', 'CC', 'VBD'),59,0.0008466063997704118
('CC', 'VBD', 'RB'),58,0.000832257138757354
('IN', 'PRP', 'RB'),58,0.000832257138757354
('IN', 'PRP', 'IN'),58,0.000832257138757354
('NNP', 'CC', 'NNP'),58,0.000832257138757354
('VBD', 'PRP', 'VBZ'),58,0.000832257138757354
('VBD', 'PRP', 'RB'),57,0.0008179078777442962
('JJ', 'TO', 'VB'),57,0.0008179078777442962
('PRP', 'VBP', 'TO'),57,0.0008179078777442962
('CC', 'IN', 'DT'),57,0.0008179078777442962
('RB', 'VB', 'TO'),57,0.0008179078777442962
('NNP', 'POS', 'NN'),56,0.0008035586167312384
('IN', 'NNP', 'CC'),56,0.0008035586167312384
('PRP', 'VB', 'IN'),56,0.0008035586167312384
('RB', 'VB', 'RB'),56,0.0008035586167312384
('NNP', 'VBD', 'NNP'),56,0.0008035586167312384
('NNP', 'VBD', 'VBG'),56,0.0008035586167312384
('JJ', 'NNS', 'CC'),55,0.0007892093557181805
('TO', 'VB', 'RB'),55,0.0007892093557181805
('MD', 'VB', 'IN'),55,0.0007892093557181805
('VBD', 'RB', 'PRP'),55,0.0007892093557181805
('VBD', 'RB', 'DT'),55,0.0007892093557181805
('NN', 'EX', 'VBD'),55,0.0007892093557181805
('RB', 'PRP', 'VB'),54,0.0007748600947051227
('VBD', 'NNP', 'PRP'),54,0.0007748600947051227
('VB', 'PRP', 'VBP'),54,0.0007748600947051227
('NN', 'IN', 'IN'),54,0.0007748600947051227
('PRP', 'VBP', 'NNP'),54,0.0007748600947051227
('CC', 'DT', 'JJ'),53,0.0007605108336920649
('VBD', 'PRP', 'DT'),53,0.0007605108336920649
('NNP', 'NNP', 'IN'),53,0.0007605108336920649
('NNS', 'CC', 'VBD'),53,0.0007605108336920649
('RB', 'CC', 'VBD'),53,0.0007605108336920649
('VBP', 'PRP', 'VBD'),53,0.0007605108336920649
('NN', 'VBD', 'VBG'),53,0.0007605108336920649
('RB', 'JJ', 'CC'),52,0.000746161572679007
('RB', 'RB', 'JJ'),52,0.000746161572679007
('VBD', 'IN', 'NNP'),52,0.000746161572679007
('IN', 'JJ', 'NN'),52,0.000746161572679007
('NNP', 'PRP', 'MD'),52,0.000746161572679007
('VBD', 'RB', 'TO'),52,0.000746161572679007
('DT', 'PRP', 'VBD'),52,0.000746161572679007
('DT', 'NN', 'WRB'),52,0.000746161572679007
('IN', 'TO', 'DT'),51,0.0007318123116659492
('NNS', 'PRP', 'VBP'),51,0.0007318123116659492
('RB', 'DT', 'JJ'),50,0.0007174630506528914
('CC', 'RB', 'VBD'),50,0.0007174630506528914
('NN', 'VBP', 'RB'),50,0.0007174630506528914
('IN', 'PRP$', 'JJ'),49,0.0007031137896398336
('VBD', 'VBG', 'DT'),49,0.0007031137896398336
('VBD', 'JJ', 'IN'),49,0.0007031137896398336
('UH', 'PRP', 'VBD'),49,0.0007031137896398336
('NN', 'VBD', 'RP'),49,0.0007031137896398336
('VBD', 'NN', 'IN'),48,0.0006887645286267757
('VBD', 'TO', 'DT'),48,0.0006887645286267757
('NNP', 'RB', 'PRP'),48,0.0006887645286267757
('VBN', 'TO', 'VB'),48,0.0006887645286267757
('MD', 'VB', 'VBN'),48,0.0006887645286267757
('NN', 'WDT', 'VBD'),48,0.0006887645286267757
('TO', 'VB', 'NNP'),47,0.0006744152676137179
('RB', 'CC', 'PRP'),47,0.0006744152676137179
('IN', 'PRP', 'NNP'),47,0.0006744152676137179
('JJ', 'CC', 'PRP'),47,0.0006744152676137179
('VB', 'PRP$', 'NN'),47,0.0006744152676137179
('CC', 'VBD', 'RP'),47,0.0006744152676137179
('CC', 'RB', 'PRP'),47,0.0006744152676137179
('VBG', 'IN', 'PRP'),47,0.0006744152676137179
('TO', 'VB', 'RP'),47,0.0006744152676137179
('VBP', 'IN', 'DT'),47,0.0006744152676137179
('IN', 'IN', 'PRP'),47,0.0006744152676137179
('VBP', 'RB', 'JJ'),47,0.0006744152676137179
('CC', 'VB', 'PRP'),47,0.0006744152676137179
('VBD', 'NNP', 'NNP'),46,0.0006600660066006601
('DT', 'RB', 'JJ'),46,0.0006600660066006601
('DT', 'NN', 'WP'),46,0.0006600660066006601
('NNP', 'CC', 'PRP'),46,0.0006600660066006601
('NN', 'NNP', 'PRP'),46,0.0006600660066006601
('VBP', 'DT', 'JJ'),46,0.0006600660066006601
('DT', 'NN', 'VBZ'),46,0.0006600660066006601
('CC', 'NNP', 'VBD'),46,0.0006600660066006601
('TO', 'DT', 'NNP'),45,0.0006457167455876022
('VBN', 'DT', 'NN'),45,0.0006457167455876022
('CC', 'PRP', 'MD'),45,0.0006457167455876022
('PDT', 'DT', 'NN'),45,0.0006457167455876022
('VBP', 'RB', 'VBN'),45,0.0006457167455876022
('DT', 'NN', 'NNS'),45,0.0006457167455876022
('NNS', 'IN', 'NN'),45,0.0006457167455876022
('NN', 'NN', 'CC'),44,0.0006313674845745444
('RB', 'VBD', 'DT'),44,0.0006313674845745444
('MD', 'VB', 'RB'),44,0.0006313674845745444
('DT', 'NNS', 'DT'),44,0.0006313674845745444
('PRP', 'PRP', 'MD'),44,0.0006313674845745444
('VB', 'PRP', 'NNP'),44,0.0006313674845745444
('DT', 'NN', 'JJ'),44,0.0006313674845745444
('NN', 'WP', 'VBD'),43,0.0006170182235614866
('CD', 'NNS', 'IN'),43,0.0006170182235614866
('IN', 'NNP', 'VBD'),43,0.0006170182235614866
('IN', 'PRP', 'DT'),43,0.0006170182235614866
('NN', 'RB', 'RB'),43,0.0006170182235614866
('VB', 'DT', 'NNS'),43,0.0006170182235614866
('TO', 'VB', 'NN'),43,0.0006170182235614866
('VB', 'NNP', 'VBD'),43,0.0006170182235614866
('NNS', 'CC', 'PRP'),42,0.0006026689625484288
('NNP', 'NNP', 'CC'),42,0.0006026689625484288
('NN', 'VBG', 'IN'),42,0.0006026689625484288
('NN', 'NN', 'VBD'),42,0.0006026689625484288
('NN', 'VBD', 'NNP'),42,0.0006026689625484288
('NN', 'DT', 'NNS'),42,0.0006026689625484288
('VBD', 'PRP', 'PRP'),41,0.0005883197015353709
('VB', 'RB', 'PRP'),41,0.0005883197015353709
('NNS', 'VBD', 'VBG'),41,0.0005883197015353709
('VB', 'IN', 'NNP'),41,0.0005883197015353709
('NNP', 'VBD', 'VBN'),41,0.0005883197015353709
('CC', 'VB', 'DT'),41,0.0005883197015353709
('PRP$', 'NN', 'RB'),41,0.0005883197015353709
('JJ', 'JJ', 'NNS'),41,0.0005883197015353709
('NN', 'MD', 'VB'),41,0.0005883197015353709
('NNS', 'NNP', 'VBD'),41,0.0005883197015353709
('VBD', 'NNP', 'VBD'),41,0.0005883197015353709
('PRP', 'DT', 'JJ'),40,0.0005739704405223131
('RB', 'JJ', 'NNP'),40,0.0005739704405223131
('NN', 'IN', 'CD'),40,0.0005739704405223131
('JJ', 'CC', 'DT'),40,0.0005739704405223131
('VB', 'IN', 'IN'),40,0.0005739704405223131
('NNP', 'NNP', 'DT'),40,0.0005739704405223131
('RP', 'PRP', 'VBD'),40,0.0005739704405223131
('DT', 'IN', 'DT'),39,0.0005596211795092553
('VBD', 'VBN', 'PRP'),39,0.0005596211795092553
('DT', 'JJ', 'IN'),39,0.0005596211795092553
('NN', 'TO', 'DT'),39,0.0005596211795092553
('NN', 'CC', 'VB'),39,0.0005596211795092553
('NNS', 'VBD', 'VBN'),39,0.0005596211795092553
('JJ', 'PRP', 'MD'),39,0.0005596211795092553
('PRP$', 'NNS', 'IN'),39,0.0005596211795092553
('RB', 'TO', 'VB'),38,0.0005452719184961975
('RB', 'VBD', 'PRP'),38,0.0005452719184961975
('VBD', 'VBN', 'DT'),38,0.0005452719184961975
('VB', 'PRP', 'RP'),38,0.0005452719184961975
('VBN', 'PRP', 'VBD'),38,0.0005452719184961975
('VB', 'RB', 'IN'),38,0.0005452719184961975
('VB', 'NN', 'IN'),38,0.0005452719184961975
('RB', 'VBN', 'IN'),37,0.0005309226574831396
('RB', 'CC', 'RB'),37,0.0005309226574831396
('NNP', 'IN', 'NNP'),37,0.0005309226574831396
('NN', 'WRB', 'PRP'),37,0.0005309226574831396
('RB', 'VBN', 'PRP'),37,0.0005309226574831396
('VBD', 'PRP', 'RP'),37,0.0005309226574831396
('IN', 'NNS', 'IN'),37,0.0005309226574831396
('PRP$', 'NN', 'NN'),37,0.0005309226574831396
('TO', 'NNP', 'NNP'),37,0.0005309226574831396
('NNS', 'IN', 'PRP$'),37,0.0005309226574831396
('DT', 'NN', 'MD'),37,0.0005309226574831396
('VB', 'RP', 'IN'),37,0.0005309226574831396
('NN', 'PRP$', 'NN'),37,0.0005309226574831396
('NN', 'PRP', 'RB'),36,0.0005165733964700818
('JJ', 'CC', 'VBD'),36,0.0005165733964700818
('VBD', 'RB', 'VBG'),36,0.0005165733964700818
('DT', 'NNP', 'VBD'),36,0.0005165733964700818
('PRP', 'RB', 'VBP'),36,0.0005165733964700818
('WRB', 'PRP', 'VBP'),36,0.0005165733964700818
('PRP', 'PRP', 'VBZ'),36,0.0005165733964700818
('DT', 'NN', 'VB'),36,0.0005165733964700818
('NNP', 'VBD', 'RP'),36,0.0005165733964700818
('NNP', 'VBD', 'TO'),36,0.0005165733964700818
('PRP', 'RB', 'RB'),36,0.0005165733964700818
('VBD', 'VBG', 'RB'),36,0.0005165733964700818
('RB', 'PRP', 'VBZ'),36,0.0005165733964700818
('RB', 'VB', 'NN'),36,0.0005165733964700818
('RB', 'VBD', 'IN'),35,0.000502224135457024
('PRP', 'CC', 'VBD'),35,0.000502224135457024
('CC', 'VBD', 'TO'),35,0.000502224135457024
('IN', 'PRP', 'VBZ'),35,0.000502224135457024
('MD', 'VB', 'TO'),35,0.000502224135457024
('DT', 'NN', 'VBP'),35,0.000502224135457024
('RB', 'PRP', 'RB'),35,0.000502224135457024
('NNS', 'VBD', 'IN'),35,0.000502224135457024
('NNS', 'CC', 'NNS'),35,0.000502224135457024
('VB', 'POS', 'VB'),35,0.000502224135457024
('DT', 'NN', 'WDT'),35,0.000502224135457024
('RB', 'RB', 'RB'),34,0.00048787487444396614
('NNP', 'CC', 'VBD'),34,0.00048787487444396614
('IN', 'CD', 'NNS'),34,0.00048787487444396614
('WRB', 'VBD', 'PRP'),34,0.00048787487444396614
('VBD', 'IN', 'PRP$'),34,0.00048787487444396614
('IN', 'NNS', 'CC'),34,0.00048787487444396614
('PRP', 'DT', 'VBD'),34,0.00048787487444396614
('VB', 'CC', 'VB'),34,0.00048787487444396614
('DT', 'JJ', 'PRP'),34,0.00048787487444396614
('VBD', 'PRP', 'CC'),33,0.0004735256134309083
('PRP', 'CC', 'PRP'),33,0.0004735256134309083
('NNS', 'IN', 'NNP'),33,0.0004735256134309083
('IN', 'NN', 'RB'),33,0.0004735256134309083
('VBD', 'IN', 'TO'),33,0.0004735256134309083
('VBG', 'PRP', 'VBD'),33,0.0004735256134309083
('VBZ', 'RB', 'VB'),33,0.0004735256134309083
('JJ', 'RB', 'PRP'),33,0.0004735256134309083
('TO', 'VB', 'JJ'),33,0.0004735256134309083
('DT', 'NNS', 'VBP'),33,0.0004735256134309083
('PRP', 'VBD', 'NNS'),33,0.0004735256134309083
('TO', 'VB', 'VBN'),33,0.0004735256134309083
('NNP', 'PRP', 'VBZ'),33,0.0004735256134309083
('IN', 'NN', 'NNP'),33,0.0004735256134309083
('NN', 'RB', 'DT'),33,0.0004735256134309083
('VBD', 'JJ', 'NN'),33,0.0004735256134309083
('VBG', 'RB', 'IN'),33,0.0004735256134309083
('VBD', 'JJ', 'NNS'),32,0.0004591763524178505
('JJ', 'NNS', 'VBD'),32,0.0004591763524178505
('PRP', 'VBD', 'VB'),32,0.0004591763524178505
('MD', 'VB', 'JJ'),32,0.0004591763524178505
('VBZ', 'RB', 'PRP'),32,0.0004591763524178505
('RB', 'IN', 'NN'),32,0.0004591763524178505
('DT', 'JJ', 'NNP'),32,0.0004591763524178505
('IN', 'CD', 'NN'),32,0.0004591763524178505
('VBD', 'PRP', 'TO'),32,0.0004591763524178505
('PRP', 'VBZ', 'IN'),32,0.0004591763524178505
('PDT', 'DT', 'NNS'),32,0.0004591763524178505
('VB', 'IN', 'NN'),32,0.0004591763524178505
('DT', 'NN', 'EX'),32,0.0004591763524178505
('RB', 'VB', 'JJ'),32,0.0004591763524178505
('NNS', 'VBD', 'RB'),32,0.0004591763524178505
('JJ', 'DT', 'NN'),31,0.00044482709140479266
('IN', 'DT', 'CD'),31,0.00044482709140479266
('IN', 'NN', 'DT'),31,0.00044482709140479266
('DT', 'NNS', 'RB'),31,0.00044482709140479266
('PRP', 'IN', 'NNP'),31,0.00044482709140479266
('PRP$', 'NN', 'DT'),31,0.00044482709140479266
('RB', 'JJ', 'NNS'),31,0.00044482709140479266
('NNP', 'IN', 'PRP'),31,0.00044482709140479266
('DT', 'VBZ', 'DT'),31,0.00044482709140479266
('NNS', 'RB', 'PRP'),31,0.00044482709140479266
('DT', 'NNP', 'NN'),31,0.00044482709140479266
('DT', 'NN', 'VBN'),31,0.00044482709140479266
('CC', 'JJ', 'CC'),31,0.00044482709140479266
('VBP', 'VBG', 'TO'),31,0.00044482709140479266
('NNP', 'VBD', 'JJ'),31,0.00044482709140479266
('VBD', 'IN', 'CC'),31,0.00044482709140479266
('NN', 'VB', 'PRP'),31,0.00044482709140479266
('CC', 'VBD', 'PRP$'),30,0.00043047783039173483
('IN', 'CD', 'IN'),30,0.00043047783039173483
('IN', 'NNP', 'POS'),30,0.00043047783039173483
('NNS', 'VBD', 'DT'),30,0.00043047783039173483
('JJ', 'NN', 'TO'),30,0.00043047783039173483
('NNS', 'IN', 'NNS'),30,0.00043047783039173483
('NNS', 'PRP', 'MD'),30,0.00043047783039173483
('VBD', 'JJ', 'PRP'),30,0.00043047783039173483
('VBP', 'PRP', 'VBZ'),30,0.00043047783039173483
('DT', 'NNP', 'IN'),29,0.000416128569378677
('IN', 'NNP', 'RB'),29,0.000416128569378677
('CC', 'IN', 'PRP'),29,0.000416128569378677
('VBN', 'IN', 'PRP'),29,0.000416128569378677
('TO', 'PRP', 'PRP'),29,0.000416128569378677
('VBD', 'VBN', 'CC'),29,0.000416128569378677
('VBN', 'IN', 'NN'),29,0.000416128569378677
('CD', 'IN', 'PRP'),29,0.000416128569378677
('VBD', 'VBN', 'RB'),29,0.000416128569378677
('PRP', 'VB', 'RB'),29,0.000416128569378677
('NNP', 'NN', 'IN'),29,0.000416128569378677
('PRP$', 'NN', 'NNP'),29,0.000416128569378677
('DT', 'NN', 'POS'),29,0.000416128569378677
('RB', 'IN', 'NNP'),29,0.000416128569378677
('DT', 'NNP', 'PRP'),29,0.000416128569378677
('DT', 'JJ', 'CC'),29,0.000416128569378677
('VBG', 'IN', 'PRP$'),29,0.000416128569378677
('NNP', 'VBD', 'PRP$'),29,0.000416128569378677
('VBD', 'VBG', 'PRP'),29,0.000416128569378677
('VBD', 'VBG', 'TO'),29,0.000416128569378677
('DT', 'NN', 'PRP$'),29,0.000416128569378677
