('IN', 'DT', 'NN'),58483,0.023681757478524322
('VBZ', 'DT', 'JJ'),2709,0.001096966315156924
('NNP', 'VBD', 'RB'),2699,0.0010929169747539824
('DT', 'JJ', 'NNP'),2697,0.001092107106673394
('PRP', 'VBZ', 'RB'),2693,0.0010904873705122173
('NN', 'RB', 'IN'),2678,0.0010844133599078045
('PRP', 'DT', 'NN'),2647,0.0010718604046586852
('NN', 'WDT', 'VBD'),2625,0.0010629518557722132
('NN', 'TO', 'DT'),2601,0.001053233438805153
('JJ', 'IN', 'PRP'),2580,0.0010447298239589754
('NNP', 'PRP', 'VBP'),2575,0.0010427051537575044
('JJ', 'JJ', 'NNS'),2554,0.0010342015389113268
('VBN', 'DT', 'NN'),2547,0.0010313670006292675
('VBD', 'PRP', 'VBD'),2540,0.0010285324623472082
('NNP', 'NNP', 'CC'),2528,0.0010236732538636782
('PRP$', 'NN', 'NN'),2517,0.0010192189794204422
('IN', 'NNS', 'IN'),2512,0.0010171943092189713
('IN', 'PRP', 'PRP'),2511,0.0010167893751786771
('IN', 'PRP', 'VBZ'),2510,0.001016384441138383
('VB', 'VBN', 'IN'),2493,0.001009500562453382
('PRP$', 'NNS', 'IN'),2479,0.0010038314858892635
('CC', 'JJ', 'NN'),2472,0.0010009969476072042
('RB', 'VB', 'PRP'),2462,0.0009969476072042625
('JJ', 'PRP', 'VBD'),2419,0.0009795354434716129
('CC', 'NN', 'IN'),2383,0.0009649578180210226
('RB', 'PRP', 'VBP'),2368,0.0009588838074166099
('NN', 'VBD', 'PRP'),2368,0.0009588838074166099
('RB', 'DT', 'JJ'),2363,0.000956859137215139
('NNP', 'DT', 'NN'),2344,0.0009491653904495497
('PRP$', 'JJ', 'NNS'),2333,0.0009447111160063137
('JJ', 'NN', 'TO'),2322,0.0009402568415630778
('VB', 'TO', 'VB'),2318,0.000938637105401901
('PRP', 'IN', 'PRP'),2304,0.0009329680288377826
('NN', 'VBN', 'IN'),2295,0.000929323622475135
('VBD', 'IN', 'PRP$'),2262,0.0009159607991454272
('CC', 'PRP', 'VBP'),2257,0.0009139361289439563
('NN', 'NN', 'NN'),2242,0.0009078621183395436
('TO', 'VB', 'VBN'),2240,0.0009070522502589554
('PRP$', 'NN', 'NNP'),2240,0.0009070522502589554
('PRP', 'VBZ', 'DT'),2236,0.0009054325140977786
('NN', 'CC', 'JJ'),2233,0.0009042177119768961
('JJ', 'NNP', 'NNP'),2233,0.0009042177119768961
('NNS', 'IN', 'PRP'),2218,0.0008981437013724834
('NNS', 'IN', 'JJ'),2199,0.000890449954606894
('NN', 'NNP', 'NN'),2197,0.0008896400865263057
('VBD', 'NNP', 'NNP'),2197,0.0008896400865263057
('RB', 'IN', 'PRP$'),2178,0.0008819463397607164
('NNP', 'IN', 'NNP'),2171,0.0008791118014786571
('NN', 'IN', 'IN'),2169,0.0008783019333980687
('IN', 'PRP', 'CC'),2166,0.0008770871312771863
('NNS', 'CC', 'NNS'),2158,0.0008738476589548328
('NN', 'NN', 'PRP'),2152,0.0008714180547130678
('TO', 'PRP$', 'NN'),2150,0.0008706081866324795
('NNP', 'NN', 'IN'),2146,0.0008689884504713027
('PRP$', 'NN', 'RB'),2134,0.0008641292419877726
('VBD', 'RB', 'VB'),2125,0.000860484835625125
('NNP', 'NNP', 'NN'),2125,0.000860484835625125
('NNP', 'CC', 'NNP'),2112,0.0008552206931013007
('TO', 'DT', 'JJ'),2097,0.0008491466824968881
('PRP', 'VBD', 'NNP'),2074,0.000839833199570122
('VBN', 'IN', 'PRP'),2074,0.000839833199570122
('VBD', 'IN', 'NN'),2063,0.0008353789251268861
('JJ', 'NNS', 'PRP'),2046,0.0008284950464418851
('PRP', 'VBD', 'PRP$'),2045,0.0008280901124015909
('PRP$', 'NN', 'DT'),2042,0.0008268753102807084
('IN', 'NN', 'DT'),2028,0.0008212062337165899
('DT', 'NNP', 'VBD'),2020,0.0008179667613942364
('VBN', 'IN', 'NN'),2018,0.0008171568933136482
('IN', 'NN', 'NNP'),2016,0.0008163470252330598
('TO', 'VB', 'RB'),2011,0.0008143223550315889
('DT', 'NNS', 'VBD'),1980,0.0008017693997824694
('DT', 'NNP', 'IN'),1953,0.0007908361806945267
('IN', 'PRP', 'RB'),1939,0.0007851671041304082
('NN', 'VBZ', 'DT'),1935,0.0007835473679692315
('NN', 'RB', 'RB'),1912,0.0007742338850424655
('RB', 'VB', 'IN'),1910,0.0007734240169618771
('NNP', 'VBD', 'VBN'),1897,0.0007681598744380528
('IN', 'NN', 'NN'),1894,0.0007669450723171703
('RB', 'IN', 'NN'),1888,0.0007645154680754052
('NN', 'VBZ', 'RB'),1887,0.000764110534035111
('PRP$', 'NNS', 'CC'),1883,0.0007624907978739343
('IN', 'IN', 'PRP'),1877,0.0007600611936321692
('NNS', 'IN', 'NNP'),1877,0.0007600611936321692
('VBN', 'IN', 'PRP$'),1873,0.0007584414574709925
('NN', 'NN', 'VBD'),1852,0.0007499378426248149
('NN', 'VBD', 'JJ'),1850,0.0007491279745442265
('DT', 'NNP', 'NN'),1849,0.0007487230405039323
('NNP', 'NNP', 'DT'),1835,0.0007430539639398138
('VBD', 'VBN', 'DT'),1829,0.0007406243596980487
('DT', 'JJ', 'CC'),1828,0.0007402194256577546
('DT', 'RB', 'JJ'),1828,0.0007402194256577546
('RB', 'VB', 'DT'),1821,0.0007373848873756954
('NNS', 'DT', 'NN'),1818,0.0007361700852548128
('IN', 'NNP', 'CC'),1815,0.0007349552831339303
('VBD', 'VBG', 'IN'),1800,0.0007288812725295176
('DT', 'NN', 'VBG'),1793,0.0007260467342474585
('IN', 'NN', 'TO'),1787,0.0007236171300056934
('JJ', 'NN', 'VBZ'),1783,0.0007219973938445166
('TO', 'VB', 'JJ'),1777,0.0007195677896027516
('NN', 'WDT', 'VBZ'),1757,0.0007114691087968681
('CC', 'PRP$', 'NN'),1753,0.0007098493726356913
('NNP', 'VBD', 'PRP'),1745,0.000706609900313338
('DT', 'NNS', 'CC'),1742,0.0007053950981924554
('RB', 'RB', 'JJ'),1737,0.0007033704279909846
('IN', 'NNP', 'IN'),1730,0.0007005358897089253
('VBZ', 'RB', 'JJ'),1722,0.000697296417386572
('NN', 'IN', 'WDT'),1714,0.0006940569450642185
('NN', 'NNP', 'PRP'),1713,0.0006936520110239243
('JJ', 'NNS', 'VBD'),1712,0.0006932470769836301
('NN', 'RB', 'PRP'),1699,0.0006879829344598058
('JJ', 'DT', 'NN'),1696,0.0006867681323389233
('NN', 'PRP$', 'NN'),1693,0.0006855533302180408
('VBD', 'NN', 'IN'),1682,0.0006810990557748048
('PRP', 'PRP', 'VBP'),1679,0.0006798842536539223
('RB', 'JJ', 'CC'),1679,0.0006798842536539223
('PRP$', 'NN', 'TO'),1661,0.0006725954409286272
('NNP', 'NN', 'NN'),1659,0.0006717855728480388
('DT', 'NN', 'MD'),1652,0.0006689510345659795
('PRP', 'VBD', 'NN'),1648,0.0006673312984048029
('JJ', 'NN', 'WDT'),1642,0.0006649016941630378
('IN', 'NNS', 'CC'),1629,0.0006596375516392135
('RB', 'VBD', 'PRP'),1621,0.00065639807931686
('NN', 'CC', 'VB'),1616,0.0006543734091153892
('VBD', 'VBN', 'TO'),1613,0.0006531586069945067
('NNS', 'CC', 'DT'),1610,0.0006519438048736241
('PRP', 'VBZ', 'JJ'),1598,0.000647084596390094
('VBP', 'RB', 'VB'),1598,0.000647084596390094
('JJ', 'IN', 'NN'),1595,0.0006458697942692115
('CC', 'PRP', 'MD'),1595,0.0006458697942692115
('VBP', 'IN', 'DT'),1594,0.0006454648602289173
('RB', 'VBD', 'DT'),1590,0.0006438451240677407
('VBZ', 'IN', 'DT'),1588,0.0006430352559871523
('VBD', 'JJ', 'IN'),1587,0.0006426303219468581
('DT', 'NN', 'WRB'),1586,0.0006422253879065639
('IN', 'NNP', 'VBD'),1580,0.0006397957836647988
('NN', 'JJ', 'NN'),1577,0.0006385809815439163
('VBG', 'PRP$', 'NN'),1576,0.0006381760475036221
('IN', 'PRP', 'DT'),1572,0.0006365563113424455
('VBG', 'TO', 'VB'),1570,0.0006357464432618571
('RB', 'CC', 'RB'),1564,0.000633316839020092
('IN', 'VBG', 'DT'),1562,0.0006325069709395036
('DT', 'NN', 'JJ'),1557,0.0006304823007380328
('PRP', 'IN', 'PRP$'),1543,0.0006248132241739143
('JJ', 'NNS', 'VBP'),1543,0.0006248132241739143
('VBD', 'VBN', 'RB'),1535,0.0006215737518515609
('IN', 'NN', 'VBD'),1534,0.0006211688178112667
('NN', 'NNS', 'IN'),1534,0.0006211688178112667
('DT', 'NN', 'WP'),1534,0.0006211688178112667
('CC', 'RB', 'IN'),1530,0.0006195490816500901
('NN', 'WRB', 'PRP'),1529,0.0006191441476097959
('TO', 'VB', 'NN'),1521,0.0006159046752874424
('RP', 'IN', 'DT'),1520,0.0006154997412471482
('NNS', 'PRP', 'VBP'),1515,0.0006134750710456774
('VBD', 'PRP', 'RB'),1510,0.0006114504008442065
('NNP', 'POS', 'NN'),1510,0.0006114504008442065
('IN', 'NN', 'RB'),1505,0.0006094257306427356
('TO', 'PRP', 'IN'),1503,0.0006086158625621472
('MD', 'VB', 'RB'),1503,0.0006086158625621472
('WDT', 'PRP', 'VBD'),1500,0.0006074010604412648
('VBP', 'TO', 'VB'),1498,0.0006065911923606764
('PRP', 'VBZ', 'IN'),1492,0.0006041615881189113
('VBD', 'RB', 'DT'),1492,0.0006041615881189113
('CC', 'NNP', 'NNP'),1488,0.0006025418519577346
('NN', 'POS', 'NN'),1486,0.0006017319838771463
('CC', 'JJ', 'NNS'),1485,0.0006013270498368521
('CC', 'IN', 'PRP'),1483,0.0006005171817562638
('TO', 'VB', 'NNP'),1477,0.0005980875775144986
('DT', 'JJ', 'IN'),1468,0.0005944431711518511
('JJ', 'IN', 'PRP$'),1468,0.0005944431711518511
('IN', 'NNP', 'PRP'),1467,0.0005940382371115569
('VBD', 'VBN', 'PRP'),1465,0.0005932283690309685
('NN', 'IN', 'CD'),1458,0.0005903938307489093
('NNP', 'IN', 'PRP'),1446,0.0005855346222653792
('CC', 'VBD', 'IN'),1440,0.0005831050180236142
('RB', 'RB', 'RB'),1440,0.0005831050180236142
('VBP', 'DT', 'JJ'),1438,0.0005822951499430258
('VB', 'PRP', 'VBD'),1438,0.0005822951499430258
('NNP', 'NN', 'VBD'),1437,0.0005818902159027316
('JJ', 'NN', 'NNS'),1435,0.0005810803478221433
('VB', 'PRP', 'VB'),1432,0.0005798655457012607
('NN', 'VBZ', 'VBN'),1428,0.000578245809540084
('PRP', 'IN', 'NN'),1427,0.0005778408754997899
('PDT', 'DT', 'NN'),1424,0.0005766260733789073
('VBG', 'DT', 'JJ'),1422,0.000575816205298319
('IN', 'JJ', 'JJ'),1414,0.0005725767329759655
('RB', 'PRP', 'MD'),1410,0.0005709569968147889
('VBN', 'IN', 'JJ'),1410,0.0005709569968147889
('VBD', 'IN', 'IN'),1409,0.0005705520627744947
('NNP', 'NNP', 'RB'),1408,0.0005701471287342005
('CC', 'VBD', 'PRP'),1404,0.0005685273925730238
('CC', 'VBD', 'RB'),1401,0.0005673125904521412
('CD', 'IN', 'DT'),1400,0.000566907656411847
('PRP', 'VBP', 'TO'),1394,0.000564478052170082
('NN', 'RB', 'VBD'),1394,0.000564478052170082
('PRP', 'VBD', 'CC'),1392,0.0005636681840894937
('RB', 'VBD', 'IN'),1389,0.0005624533819686111
('NN', 'VBD', 'NNP'),1388,0.0005620484479283169
('NNS', 'TO', 'VB'),1384,0.0005604287117671402
('NN', 'WP', 'VBD'),1379,0.0005584040415656694
('PRP', 'DT', 'JJ'),1378,0.0005579991075253752
('VBG', 'NN', 'IN'),1373,0.0005559744373239043
('TO', 'VB', 'CC'),1368,0.0005539497671224335
('NN', 'VBD', 'TO'),1359,0.0005503053607597858
('TO', 'VB', 'TO'),1355,0.0005486856245986091
('NNP', 'JJ', 'NN'),1347,0.0005454461522762557
('DT', 'JJS', 'NN'),1344,0.0005442313501553732
('MD', 'VB', 'TO'),1338,0.0005418017459136082
('CC', 'VBD', 'DT'),1337,0.000541396811873314
('JJ', 'NNS', 'RB'),1334,0.0005401820097524314
('JJ', 'NNP', 'NN'),1330,0.0005385622735912547
('PRP', 'VBD', 'RP'),1329,0.0005381573395509605
('NN', 'CC', 'PRP$'),1322,0.0005353228012689013
('NNS', 'IN', 'NNS'),1322,0.0005353228012689013
('VBD', 'IN', 'NNP'),1320,0.000534512933188313
('PRP$', 'JJ', 'JJ'),1318,0.0005337030651077246
('PRP', 'RB', 'IN'),1316,0.0005328931970271362
('JJ', 'PRP', 'VBP'),1306,0.0005288438566241945
('RP', 'DT', 'NN'),1300,0.0005264142523824294
('DT', 'NNS', 'VBP'),1299,0.0005260093183421352
('NN', 'IN', 'RB'),1294,0.0005239846481406644
('IN', 'VBG', 'IN'),1294,0.0005239846481406644
('NNP', 'NNP', 'VBZ'),1285,0.0005203402417780168
('NN', 'NN', 'NNP'),1284,0.0005199353077377226
('PRP$', 'NN', 'VBZ'),1283,0.0005195303736974284
('EX', 'VBD', 'DT'),1280,0.0005183155715765458
('VBN', 'DT', 'JJ'),1280,0.0005183155715765458
('CC', 'RB', 'PRP'),1278,0.0005175057034959576
('VBD', 'IN', 'JJ'),1276,0.0005166958354153692
('NNP', 'DT', 'JJ'),1272,0.0005150760992541925
('PRP', 'VB', 'PRP'),1272,0.0005150760992541925
('RB', 'RB', 'PRP'),1270,0.0005142662311736041
('VBP', 'IN', 'PRP'),1269,0.0005138612971333099
('MD', 'VB', 'JJ'),1267,0.0005130514290527216
('DT', 'NN', 'VBN'),1256,0.0005085971546094857
('VBN', 'IN', 'NNP'),1256,0.0005085971546094857
('VBD', 'RB', 'TO'),1251,0.0005065724844080147
('VBZ', 'TO', 'VB'),1251,0.0005065724844080147
('VB', 'PRP', 'RB'),1250,0.0005061675503677205
('VB', 'PRP', 'DT'),1249,0.0005057626163274265
('JJ', 'NNS', 'DT'),1247,0.0005049527482468381
('DT', 'NN', 'NNS'),1245,0.0005041428801662497
('VB', 'NN', 'IN'),1238,0.0005013083418841905
('IN', 'PRP', 'NNP'),1236,0.0005004984738036021
('PRP$', 'NNS', 'VBD'),1236,0.0005004984738036021
('VB', 'IN', 'PRP$'),1230,0.0004980688695618371
('VBP', 'RB', 'VBN'),1229,0.0004976639355215429
('MD', 'PRP', 'VB'),1227,0.0004968540674409545
('NN', 'VBZ', 'IN'),1223,0.0004952343312797778
('NN', 'CC', 'VBG'),1223,0.0004952343312797778
('IN', 'DT', 'RB'),1222,0.0004948293972394836
('DT', 'NN', 'POS'),1222,0.0004948293972394836
('DT', 'NNS', 'PRP'),1221,0.0004944244631991894
('VBD', 'DT', 'NNP'),1220,0.0004940195291588954
('VBD', 'PRP$', 'NNS'),1207,0.000488755386635071
('NNP', 'MD', 'VB'),1204,0.00048754058451418847
('NNP', 'VBD', 'NNP'),1204,0.00048754058451418847
('VBG', 'IN', 'PRP'),1198,0.0004851109802724234
('JJ', 'NNP', 'VBD'),1193,0.00048308631007095256
('NN', 'PRP', 'RB'),1192,0.0004826813760306584
('NNS', 'VBD', 'RB'),1190,0.00048187150795007
('RB', 'JJ', 'TO'),1190,0.00048187150795007
('VBD', 'PRP', 'TO'),1180,0.0004778221675471282
('PRP$', 'NNS', 'PRP'),1179,0.0004774172335068341
('VBP', 'VBN', 'IN'),1175,0.00047579749734565736
('VBD', 'DT', 'NNS'),1170,0.0004737728271441865
('IN', 'PDT', 'DT'),1155,0.00046769881653977385
('RB', 'IN', 'JJ'),1154,0.00046729388249947966
('VBD', 'TO', 'PRP'),1152,0.0004664840144188913
('VB', 'RB', 'IN'),1148,0.0004648642782577146
('VBZ', 'VBN', 'IN'),1147,0.00046445934421742043
('VB', 'IN', 'NN'),1147,0.00046445934421742043
('NNS', 'VBN', 'IN'),1145,0.00046364947613683206
('NN', 'RB', 'DT'),1145,0.00046364947613683206
('NN', 'RB', 'JJ'),1135,0.00045960013573389033
('VBP', 'RB', 'JJ'),1132,0.0004583853336130078
('NN', 'VBD', 'PRP$'),1131,0.0004579803995727136
('NN', 'NNP', 'IN'),1129,0.00045717053149212523
('NNP', 'VBD', 'TO'),1124,0.00045514586129065436
('IN', 'WDT', 'PRP'),1121,0.0004539310591697718
('IN', 'IN', 'NN'),1121,0.0004539310591697718
('CD', 'NNS', 'IN'),1121,0.0004539310591697718
('NNP', 'VBD', 'PRP$'),1121,0.0004539310591697718
('RB', 'JJ', 'PRP'),1118,0.0004527162570488893
('VBN', 'RB', 'IN'),1117,0.00045231132300859513
('VBD', 'VBN', 'VBN'),1116,0.00045190638896830095
('DT', 'VBG', 'NN'),1115,0.00045150145492800676
('NN', 'DT', 'NNP'),1114,0.0004510965208877126
('JJ', 'NN', 'VBG'),1110,0.0004494767847265359
('NN', 'VBD', 'VBG'),1110,0.0004494767847265359
('PRP', 'CC', 'PRP'),1109,0.0004490718506862417
('VBD', 'JJ', 'CC'),1108,0.00044866691664594753
('NNP', 'CC', 'DT'),1102,0.0004462373124041825
('PRP', 'RB', 'RB'),1100,0.0004454274443235941
('NNS', 'VBD', 'VBN'),1098,0.0004446175762430058
('TO', 'VB', 'RP'),1096,0.00044380770816241743
('VBP', 'PRP', 'VBP'),1094,0.00044299784008182907
('IN', 'VBG', 'PRP'),1090,0.0004413781039206524
('PRP', 'VBP', 'VBG'),1088,0.000440568235840064
('NN', 'VBG', 'IN'),1087,0.00044016330179976983
('RB', 'JJ', 'NNS'),1087,0.00044016330179976983
('NNP', 'IN', 'NN'),1082,0.00043813863159829897
('TO', 'NNP', 'NNP'),1081,0.0004377336975580048
('VBN', 'PRP$', 'NN'),1081,0.0004377336975580048
('NNP', 'PRP', 'MD'),1081,0.0004377336975580048
('VBD', 'RP', 'IN'),1079,0.0004369238294774164
('RB', 'IN', 'NNP'),1076,0.0004357090273565339
('VB', 'PRP', 'PRP'),1074,0.00043489915927594555
('NNP', 'NN', 'NNP'),1073,0.00043449422523565137
('NN', 'TO', 'PRP$'),1072,0.0004340892911953572
('IN', 'DT', 'JJS'),1071,0.000433684357155063
('DT', 'IN', 'DT'),1068,0.0004324695550341805
('VBG', 'IN', 'PRP$'),1068,0.0004324695550341805
('VBD', 'PRP', 'DT'),1067,0.0004320646209938863
('IN', 'CD', 'NN'),1066,0.00043165968695359214
