('IN', 'DT', 'NN'),880,0.027776024240893885
('NN', 'NN', 'CC'),40,0.0012625465564042673
('VBG', 'DT', 'NN'),40,0.0012625465564042673
('DT', 'NNS', 'VBD'),40,0.0012625465564042673
('EX', 'VBD', 'DT'),40,0.0012625465564042673
('IN', 'PRP$', 'NNS'),39,0.0012309828924941606
('IN', 'PRP', 'PRP'),39,0.0012309828924941606
('NN', 'MD', 'VB'),39,0.0012309828924941606
('NNP', 'IN', 'NNP'),39,0.0012309828924941606
('PRP', 'VBP', 'PRP'),39,0.0012309828924941606
('IN', 'NN', 'PRP'),38,0.001199419228584054
('VBD', 'RB', 'JJ'),38,0.001199419228584054
('VB', 'IN', 'PRP'),37,0.0011678555646739473
('RB', 'PRP', 'MD'),37,0.0011678555646739473
('VBZ', 'DT', 'NN'),37,0.0011678555646739473
('VBD', 'RP', 'IN'),37,0.0011678555646739473
('VBD', 'VBN', 'DT'),37,0.0011678555646739473
('NNP', 'DT', 'NN'),37,0.0011678555646739473
('MD', 'VB', 'IN'),36,0.0011362919007638407
('RB', 'RB', 'IN'),36,0.0011362919007638407
('NNP', 'NNP', 'CC'),36,0.0011362919007638407
('VBD', 'IN', 'IN'),36,0.0011362919007638407
('PRP', 'VBP', 'JJ'),36,0.0011362919007638407
('NNP', 'VBD', 'VBN'),36,0.0011362919007638407
('NN', 'NN', 'VBD'),36,0.0011362919007638407
('NN', 'VBD', 'VBG'),36,0.0011362919007638407
('VBD', 'RB', 'VB'),36,0.0011362919007638407
('PRP', 'VBD', 'NNP'),36,0.0011362919007638407
('NN', 'NN', 'PRP'),36,0.0011362919007638407
('VB', 'PRP', 'IN'),36,0.0011362919007638407
('NNP', 'VBD', 'VBG'),36,0.0011362919007638407
('CD', 'IN', 'DT'),35,0.001104728236853734
('VBP', 'DT', 'NN'),35,0.001104728236853734
('NN', 'WDT', 'VBD'),35,0.001104728236853734
('NNP', 'CC', 'NNP'),35,0.001104728236853734
('PRP', 'VBD', 'RP'),35,0.001104728236853734
('JJ', 'NN', 'RB'),35,0.001104728236853734
('NN', 'IN', 'JJ'),35,0.001104728236853734
('VB', 'IN', 'DT'),34,0.0010731645729436274
('CC', 'DT', 'JJ'),34,0.0010731645729436274
('IN', 'PRP', 'CC'),34,0.0010731645729436274
('NN', 'PRP', 'VBZ'),34,0.0010731645729436274
('NN', 'NN', 'DT'),34,0.0010731645729436274
('CC', 'VBD', 'DT'),34,0.0010731645729436274
('PRP', 'VBD', 'NN'),34,0.0010731645729436274
('IN', 'JJ', 'NNS'),34,0.0010731645729436274
('NN', 'IN', 'IN'),33,0.0010416009090335207
('RB', 'DT', 'JJ'),33,0.0010416009090335207
('DT', 'NNP', 'NN'),33,0.0010416009090335207
('VBD', 'IN', 'PRP$'),32,0.0010100372451234138
('JJ', 'CC', 'JJ'),32,0.0010100372451234138
('RB', 'VB', 'DT'),32,0.0010100372451234138
('PRP', 'RB', 'VBD'),32,0.0010100372451234138
('NNP', 'NNP', 'DT'),32,0.0010100372451234138
('VBD', 'RB', 'PRP'),32,0.0010100372451234138
('NN', 'RB', 'RB'),31,0.0009784735812133072
('NNP', 'NNP', 'PRP'),31,0.0009784735812133072
('VBG', 'RB', 'IN'),31,0.0009784735812133072
('VBD', 'VBN', 'PRP'),31,0.0009784735812133072
('PRP', 'IN', 'PRP'),31,0.0009784735812133072
('VBD', 'RP', 'DT'),31,0.0009784735812133072
('JJ', 'PRP', 'VBD'),31,0.0009784735812133072
('NN', 'CC', 'RB'),30,0.0009469099173032005
('JJ', 'JJ', 'NNS'),30,0.0009469099173032005
('DT', 'NN', 'VBZ'),30,0.0009469099173032005
('NNP', 'PRP', 'VBP'),30,0.0009469099173032005
('NN', 'VBD', 'JJ'),30,0.0009469099173032005
('VB', 'DT', 'JJ'),30,0.0009469099173032005
('NNP', 'VBD', 'NNP'),30,0.0009469099173032005
('NNS', 'IN', 'PRP$'),29,0.0009153462533930939
('PRP', 'CC', 'PRP'),29,0.0009153462533930939
('VBD', 'IN', 'NNP'),29,0.0009153462533930939
('NN', 'TO', 'DT'),29,0.0009153462533930939
('PRP$', 'NN', 'NNP'),29,0.0009153462533930939
('PRP', 'VB', 'PRP'),29,0.0009153462533930939
('NNS', 'IN', 'PRP'),28,0.0008837825894829872
('PRP', 'VBP', 'IN'),28,0.0008837825894829872
('IN', 'NNP', 'CC'),28,0.0008837825894829872
('CC', 'VBD', 'IN'),28,0.0008837825894829872
('CC', 'PRP', 'VBP'),28,0.0008837825894829872
('IN', 'NNP', 'PRP'),28,0.0008837825894829872
('NN', 'NN', 'NNP'),28,0.0008837825894829872
('NNP', 'JJ', 'NN'),28,0.0008837825894829872
('NNP', 'NNP', 'NN'),28,0.0008837825894829872
('DT', 'NN', 'MD'),28,0.0008837825894829872
('PRP$', 'NN', 'RB'),27,0.0008522189255728805
('RB', 'VBN', 'IN'),27,0.0008522189255728805
('VBD', 'PRP', 'RB'),27,0.0008522189255728805
('JJ', 'TO', 'VB'),27,0.0008522189255728805
('DT', 'JJ', 'NNP'),27,0.0008522189255728805
('VBD', 'RB', 'DT'),27,0.0008522189255728805
('PRP', 'NNP', 'VBD'),27,0.0008522189255728805
('CC', 'RB', 'PRP'),26,0.0008206552616627738
('IN', 'NNP', 'IN'),26,0.0008206552616627738
('VB', 'PRP', 'VB'),26,0.0008206552616627738
('VB', 'PRP', 'RB'),26,0.0008206552616627738
('NNS', 'DT', 'NN'),26,0.0008206552616627738
('RB', 'CC', 'VBD'),26,0.0008206552616627738
('RB', 'NNP', 'VBD'),26,0.0008206552616627738
('NN', 'EX', 'VBD'),26,0.0008206552616627738
('MD', 'PRP', 'VB'),26,0.0008206552616627738
('VBD', 'PRP', 'DT'),26,0.0008206552616627738
('VBD', 'VBG', 'RB'),26,0.0008206552616627738
('CC', 'NNP', 'VBD'),26,0.0008206552616627738
('JJ', 'NNS', 'PRP'),25,0.0007890915977526671
('RB', 'CC', 'PRP'),25,0.0007890915977526671
('MD', 'VB', 'RB'),25,0.0007890915977526671
('JJ', 'IN', 'PRP'),25,0.0007890915977526671
('NN', 'NN', 'NN'),25,0.0007890915977526671
('DT', 'NN', 'VBN'),25,0.0007890915977526671
('RB', 'JJ', 'IN'),25,0.0007890915977526671
('PRP', 'VBZ', 'DT'),25,0.0007890915977526671
('NNP', 'NN', 'IN'),25,0.0007890915977526671
('DT', 'NN', 'WDT'),25,0.0007890915977526671
('VBZ', 'DT', 'JJ'),25,0.0007890915977526671
('PRP', 'VBP', 'VBN'),25,0.0007890915977526671
('NNP', 'NN', 'NN'),25,0.0007890915977526671
('VBN', 'PRP', 'VBD'),25,0.0007890915977526671
('IN', 'JJ', 'NN'),25,0.0007890915977526671
('PRP', 'VBD', 'PRP$'),25,0.0007890915977526671
('DT', 'NN', 'WP'),25,0.0007890915977526671
('DT', 'NN', 'NNS'),25,0.0007890915977526671
('IN', 'PRP', 'RB'),24,0.0007575279338425605
('RB', 'IN', 'PRP$'),24,0.0007575279338425605
('NNS', 'IN', 'NN'),24,0.0007575279338425605
('NN', 'CC', 'VB'),24,0.0007575279338425605
('VBD', 'NN', 'IN'),24,0.0007575279338425605
('MD', 'VB', 'VBN'),24,0.0007575279338425605
('CC', 'VBD', 'PRP'),24,0.0007575279338425605
('VBD', 'RB', 'CC'),24,0.0007575279338425605
('NN', 'JJ', 'NN'),24,0.0007575279338425605
('JJ', 'NNP', 'VBD'),24,0.0007575279338425605
('PRP$', 'NN', 'NN'),24,0.0007575279338425605
('VB', 'PRP$', 'NN'),24,0.0007575279338425605
('NNP', 'VBD', 'PRP$'),24,0.0007575279338425605
('IN', 'NN', 'DT'),24,0.0007575279338425605
('DT', 'JJ', 'IN'),23,0.0007259642699324537
('VBG', 'IN', 'IN'),23,0.0007259642699324537
('VBG', 'TO', 'VB'),23,0.0007259642699324537
('VB', 'PRP', 'VBD'),23,0.0007259642699324537
('IN', 'IN', 'PRP'),23,0.0007259642699324537
('RB', 'IN', 'NNP'),23,0.0007259642699324537
('VBN', 'DT', 'JJ'),23,0.0007259642699324537
('RB', 'RB', 'PRP'),23,0.0007259642699324537
('IN', 'NNS', 'IN'),23,0.0007259642699324537
('VBD', 'DT', 'NNS'),23,0.0007259642699324537
('RB', 'JJ', 'NN'),23,0.0007259642699324537
('IN', 'PRP', 'DT'),23,0.0007259642699324537
('NN', 'RB', 'DT'),23,0.0007259642699324537
('RB', 'RB', 'RB'),23,0.0007259642699324537
('IN', 'NN', 'RB'),22,0.0006944006060223471
('CC', 'VB', 'PRP'),22,0.0006944006060223471
('IN', 'NN', 'CC'),22,0.0006944006060223471
('DT', 'NNS', 'CC'),22,0.0006944006060223471
('VBG', 'NN', 'IN'),22,0.0006944006060223471
('NN', 'NNP', 'NN'),22,0.0006944006060223471
('NN', 'WRB', 'PRP'),22,0.0006944006060223471
('DT', 'NN', 'JJ'),22,0.0006944006060223471
('NN', 'VBG', 'IN'),22,0.0006944006060223471
('VBD', 'IN', 'NN'),22,0.0006944006060223471
('NN', 'RB', 'NNP'),22,0.0006944006060223471
('RB', 'VBD', 'DT'),21,0.0006628369421122404
('NN', 'CC', 'VBG'),21,0.0006628369421122404
('JJ', 'NN', 'TO'),21,0.0006628369421122404
('PRP', 'DT', 'JJ'),21,0.0006628369421122404
('VBD', 'NNP', 'NNP'),21,0.0006628369421122404
('JJ', 'NNP', 'NNP'),21,0.0006628369421122404
('VB', 'DT', 'NNS'),20,0.0006312732782021337
('PDT', 'DT', 'NN'),20,0.0006312732782021337
('DT', 'RB', 'JJ'),20,0.0006312732782021337
('IN', 'PRP', 'VBZ'),20,0.0006312732782021337
('VBD', 'RB', 'RB'),20,0.0006312732782021337
('VB', 'PRP', 'DT'),20,0.0006312732782021337
('PRP', 'RB', 'PRP'),20,0.0006312732782021337
('PRP', 'VBZ', 'RB'),20,0.0006312732782021337
('DT', 'NNS', 'PRP'),20,0.0006312732782021337
('VB', 'PRP', 'PRP'),20,0.0006312732782021337
('IN', 'DT', 'RB'),20,0.0006312732782021337
('JJ', 'NNS', 'CC'),20,0.0006312732782021337
('NNS', 'DT', 'JJ'),20,0.0006312732782021337
('DT', 'NN', 'WRB'),20,0.0006312732782021337
('TO', 'VB', 'RB'),20,0.0006312732782021337
('VBD', 'JJ', 'NN'),20,0.0006312732782021337
('NNS', 'VBD', 'IN'),20,0.0006312732782021337
('NN', 'WP', 'VBD'),20,0.0006312732782021337
('IN', 'NN', 'NNP'),20,0.0006312732782021337
('NNS', 'NNP', 'VBD'),20,0.0006312732782021337
('IN', 'NNS', 'CC'),19,0.000599709614292027
('PRP', 'TO', 'VB'),19,0.000599709614292027
('CD', 'NN', 'IN'),19,0.000599709614292027
('NN', 'VBN', 'IN'),19,0.000599709614292027
('NNP', 'DT', 'JJ'),19,0.000599709614292027
('JJ', 'NNS', 'DT'),19,0.000599709614292027
('RB', 'RB', 'DT'),19,0.000599709614292027
('CC', 'NNP', 'NNP'),19,0.000599709614292027
('DT', 'VBD', 'DT'),19,0.000599709614292027
('TO', 'VB', 'NNP'),19,0.000599709614292027
('PRP', 'VBZ', 'JJ'),19,0.000599709614292027
('DT', 'IN', 'DT'),19,0.000599709614292027
('NNP', 'VBD', 'TO'),19,0.000599709614292027
('DT', 'NNP', 'IN'),19,0.000599709614292027
('NN', 'NNP', 'PRP'),19,0.000599709614292027
('VBD', 'NNP', 'VBD'),19,0.000599709614292027
('VBD', 'RB', 'TO'),19,0.000599709614292027
('NNS', 'VBD', 'VBG'),19,0.000599709614292027
('NNS', 'IN', 'NNP'),19,0.000599709614292027
('NNS', 'VBD', 'VBN'),19,0.000599709614292027
('NN', 'PRP$', 'NN'),19,0.000599709614292027
('VBD', 'VBN', 'RB'),19,0.000599709614292027
('NNP', 'NN', 'NNP'),19,0.000599709614292027
('WP', 'VBD', 'DT'),19,0.000599709614292027
('DT', 'NNP', 'VBD'),19,0.000599709614292027
('PRP', 'VBP', 'VBG'),18,0.0005681459503819203
('NN', 'CC', 'IN'),18,0.0005681459503819203
('VB', 'RB', 'IN'),18,0.0005681459503819203
('VBG', 'RP', 'DT'),18,0.0005681459503819203
('NN', 'VBD', 'RP'),18,0.0005681459503819203
('CC', 'PRP$', 'NN'),18,0.0005681459503819203
('VBD', 'JJ', 'IN'),18,0.0005681459503819203
('PRP$', 'NN', 'DT'),18,0.0005681459503819203
('VB', 'PRP', 'NNP'),18,0.0005681459503819203
('VBP', 'DT', 'JJ'),18,0.0005681459503819203
('IN', 'TO', 'VB'),18,0.0005681459503819203
('NNP', 'VBG', 'IN'),18,0.0005681459503819203
('NNP', 'NNP', 'VBG'),18,0.0005681459503819203
('NN', 'VBD', 'NNP'),18,0.0005681459503819203
('PRP$', 'NNS', 'CC'),17,0.0005365822864718137
('NNP', 'PRP', 'MD'),17,0.0005365822864718137
('CC', 'IN', 'DT'),17,0.0005365822864718137
('MD', 'VB', 'NN'),17,0.0005365822864718137
('VBG', 'RP', 'IN'),17,0.0005365822864718137
('VBD', 'PRP$', 'NNS'),17,0.0005365822864718137
('RB', 'TO', 'DT'),17,0.0005365822864718137
('PRP', 'VBP', 'TO'),17,0.0005365822864718137
('IN', 'NNP', 'VBD'),17,0.0005365822864718137
('NNP', 'VBD', 'RP'),17,0.0005365822864718137
('RB', 'VB', 'IN'),17,0.0005365822864718137
('VBN', 'IN', 'NNP'),17,0.0005365822864718137
('CC', 'NN', 'IN'),17,0.0005365822864718137
('VBG', 'DT', 'JJ'),17,0.0005365822864718137
('VBD', 'VBG', 'DT'),17,0.0005365822864718137
('VBD', 'JJ', 'CC'),17,0.0005365822864718137
('VBD', 'DT', 'NNP'),17,0.0005365822864718137
('NN', 'NNS', 'IN'),17,0.0005365822864718137
('NN', 'NN', 'RB'),17,0.0005365822864718137
('TO', 'VB', 'RP'),17,0.0005365822864718137
('DT', 'PRP', 'VBD'),17,0.0005365822864718137
('RB', 'NNP', 'NNP'),17,0.0005365822864718137
('NNP', 'TO', 'VB'),17,0.0005365822864718137
('CC', 'VB', 'DT'),17,0.0005365822864718137
('DT', 'JJ', 'VBD'),17,0.0005365822864718137
('VBP', 'TO', 'VB'),17,0.0005365822864718137
('DT', 'IN', 'PRP'),17,0.0005365822864718137
('RB', 'TO', 'VB'),17,0.0005365822864718137
('VBD', 'PRP', 'PRP'),17,0.0005365822864718137
('PRP', 'NNP', 'NNP'),17,0.0005365822864718137
('JJ', 'JJ', 'VBD'),17,0.0005365822864718137
('VBG', 'IN', 'PRP'),16,0.0005050186225617069
('VB', 'TO', 'VB'),16,0.0005050186225617069
('NNS', 'CC', 'DT'),16,0.0005050186225617069
('MD', 'VB', 'RP'),16,0.0005050186225617069
('NN', 'VBG', 'RP'),16,0.0005050186225617069
('NNP', 'NN', 'PRP'),16,0.0005050186225617069
('VBG', 'IN', 'PRP$'),16,0.0005050186225617069
('IN', 'NNP', 'DT'),16,0.0005050186225617069
('VBN', 'IN', 'PRP'),16,0.0005050186225617069
('NN', 'DT', 'NNS'),16,0.0005050186225617069
('JJ', 'DT', 'NN'),16,0.0005050186225617069
('WP', 'PRP', 'VBD'),16,0.0005050186225617069
('PRP', 'RB', 'IN'),16,0.0005050186225617069
('NN', 'DT', 'NNP'),16,0.0005050186225617069
('JJ', 'NN', 'VBG'),16,0.0005050186225617069
('PRP', 'VBP', 'VB'),16,0.0005050186225617069
('VB', 'IN', 'IN'),16,0.0005050186225617069
('VBD', 'TO', 'DT'),16,0.0005050186225617069
('NNP', 'NNP', 'RB'),16,0.0005050186225617069
('TO', 'VB', 'NN'),15,0.00047345495865160027
('NNS', 'CC', 'PRP'),15,0.00047345495865160027
('VBN', 'TO', 'VB'),15,0.00047345495865160027
('RB', 'CC', 'VB'),15,0.00047345495865160027
('VBP', 'IN', 'PRP'),15,0.00047345495865160027
('NN', 'RB', 'CC'),15,0.00047345495865160027
('VB', 'RP', 'IN'),15,0.00047345495865160027
('VBG', 'IN', 'NNP'),15,0.00047345495865160027
('CC', 'VBD', 'RP'),15,0.00047345495865160027
('DT', 'JJS', 'NN'),15,0.00047345495865160027
('RB', 'VB', 'RB'),15,0.00047345495865160027
('CD', 'NNS', 'IN'),15,0.00047345495865160027
('VBP', 'RB', 'RB'),15,0.00047345495865160027
('VBD', 'VBG', 'PRP'),15,0.00047345495865160027
('VBD', 'VBG', 'NN'),15,0.00047345495865160027
('VBD', 'VBN', 'TO'),15,0.00047345495865160027
('PRP', 'PRP', 'VBP'),15,0.00047345495865160027
('VBD', 'PRP', 'MD'),15,0.00047345495865160027
('IN', 'PRP', 'NNP'),15,0.00047345495865160027
('PRP$', 'JJ', 'NNS'),15,0.00047345495865160027
('TO', 'NNP', 'NNP'),15,0.00047345495865160027
('PRP$', 'NNS', 'VBD'),15,0.00047345495865160027
('WP', 'VBD', 'PRP'),15,0.00047345495865160027
('JJ', 'JJ', 'VBN'),15,0.00047345495865160027
('DT', 'NNS', 'RB'),14,0.0004418912947414936
('IN', 'TO', 'DT'),14,0.0004418912947414936
('WRB', 'PRP', 'MD'),14,0.0004418912947414936
('VB', 'CC', 'VB'),14,0.0004418912947414936
('NN', 'IN', 'VBG'),14,0.0004418912947414936
('VB', 'NNP', 'NNP'),14,0.0004418912947414936
('NNP', 'CC', 'PRP'),14,0.0004418912947414936
('JJ', 'NNS', 'VBG'),14,0.0004418912947414936
('RB', 'JJ', 'CC'),14,0.0004418912947414936
('CC', 'PRP$', 'JJ'),14,0.0004418912947414936
('DT', 'NNS', 'VBP'),14,0.0004418912947414936
('NN', 'CC', 'JJ'),14,0.0004418912947414936
('IN', 'NNS', 'DT'),14,0.0004418912947414936
('NN', 'VBZ', 'RB'),14,0.0004418912947414936
('PRP', 'VBZ', 'IN'),14,0.0004418912947414936
('VBG', 'PRP$', 'NN'),14,0.0004418912947414936
('NNP', 'CC', 'DT'),14,0.0004418912947414936
('PRP', 'CC', 'DT'),14,0.0004418912947414936
('RB', 'IN', 'NN'),14,0.0004418912947414936
('VBD', 'TO', 'NNP'),14,0.0004418912947414936
('NNS', 'IN', 'NNS'),14,0.0004418912947414936
('NN', 'VBD', 'PRP$'),14,0.0004418912947414936
('TO', 'DT', 'NNP'),14,0.0004418912947414936
('JJ', 'PRP', 'MD'),14,0.0004418912947414936
('VBG', 'RB', 'RB'),14,0.0004418912947414936
('IN', 'IN', 'NN'),14,0.0004418912947414936
('VBD', 'TO', 'PRP'),14,0.0004418912947414936
('JJ', 'NN', 'NNS'),14,0.0004418912947414936
('RB', 'NNP', 'PRP'),14,0.0004418912947414936
('VBP', 'RB', 'VB'),14,0.0004418912947414936
('NNS', 'NNP', 'NNP'),14,0.0004418912947414936
('JJ', 'NNS', 'VBD'),14,0.0004418912947414936
('VBG', 'PRP', 'VBD'),14,0.0004418912947414936
('JJ', 'NNP', 'NN'),14,0.0004418912947414936
('DT', 'JJ', 'CC'),13,0.0004103276308313869
('RB', 'PRP$', 'NN'),13,0.0004103276308313869
('VB', 'NN', 'IN'),13,0.0004103276308313869
('VB', 'PRP', 'TO'),13,0.0004103276308313869
('RB', 'VBN', 'DT'),13,0.0004103276308313869
('NN', 'IN', 'CD'),13,0.0004103276308313869
('RB', 'CC', 'RB'),13,0.0004103276308313869
('VB', 'RB', 'CC'),13,0.0004103276308313869
('JJ', 'RB', 'IN'),13,0.0004103276308313869
('IN', 'IN', 'PRP$'),13,0.0004103276308313869
('NNS', 'CC', 'RB'),13,0.0004103276308313869
('VBG', 'IN', 'NN'),13,0.0004103276308313869
('DT', 'NNS', 'DT'),13,0.0004103276308313869
('VBP', 'JJ', 'NN'),13,0.0004103276308313869
('WRB', 'PRP', 'VBP'),13,0.0004103276308313869
('VB', 'RB', 'RB'),13,0.0004103276308313869
('VBZ', 'IN', 'DT'),13,0.0004103276308313869
('IN', 'NN', 'NN'),13,0.0004103276308313869
('RB', 'VBD', 'IN'),13,0.0004103276308313869
('NNP', 'CC', 'VBD'),13,0.0004103276308313869
('VBD', 'IN', 'TO'),13,0.0004103276308313869
('VBD', 'WRB', 'PRP'),13,0.0004103276308313869
('PRP', 'RB', 'DT'),13,0.0004103276308313869
('DT', 'NN', 'EX'),13,0.0004103276308313869
('RB', 'NN', 'IN'),13,0.0004103276308313869
('NN', 'CC', 'NNP'),13,0.0004103276308313869
('VBD', 'CC', 'VBD'),13,0.0004103276308313869
('CC', 'VBD', 'RB'),13,0.0004103276308313869
('NNP', 'NN', 'VBD'),13,0.0004103276308313869
('MD', 'VB', 'PRP$'),13,0.0004103276308313869
